Date,Open,High,Low,Close,Volume
28,1159.50,1159.50,1110.25,1136.50,16804147
25,1139.00,1184.00,1115.50,1184.00,8237828
24,1111.00,1142.00,1095.50,1115.50,13238426
23,1162.50,1187.50,1159.17,1164.50,6955818
22,1117.00,1175.50,1117.00,1164.50,5831276
21,1163.50,1186.00,1134.50,1147.00,7459141
18,1184.00,1188.50,1159.50,1159.50,4463162
17,1218.00,1223.00,1183.00,1183.50,4891564
16,1224.00,1229.50,1196.00,1216.00,6114981
