Date,Open,High,Low,Close,Volume
28,3300.00,3300.00,3229.45,3261.50,6690119
25,3241.00,3365.00,3239.50,3345.00,4259850
24,3345.00,3386.50,3222.50,3229.50,9032746
23,3359.00,3421.00,3359.00,3399.50,5085444
22,3290.00,3391.50,3233.00,3382.00,4837669
21,3413.00,3415.50,3356.00,3366.00,2797546
18,3435.00,3449.50,3409.00,3409.00,3885232
17,3440.00,3440.00,3384.00,3435.50,4372680
16,3425.00,3449.50,3376.27,3439.00,594202
