Date,Open,High,Low,Close,Volume
28,17.60,18.66,17.23,17.38,594801
25,18.26,18.54,17.62,17.85,511110
24,18.72,18.90,17.00,17.75,1228264
23,18.50,18.98,18.00,18.26,160779
22,18.60,18.60,17.50,18.34,467613
21,19.30,21.25,18.60,18.80,970089
18,19.50,20.95,19.30,19.49,346400
17,19.56,20.45,19.50,19.92,486229
16,19.54,20.45,19.47,20.08,258557
