Date,Open,High,Low,Close,Volume
28,6764.00,6894.00,6718.00,6862.00,524265
25,6868.00,6868.00,6752.00,6796.00,343966
24,6544.00,6822.00,6544.00,6752.00,564057
23,6880.00,6964.00,6792.00,6792.00,474086
22,6722.00,6916.00,6722.00,6850.00,565940
21,6882.00,6908.00,6808.00,6846.00,208301
18,6920.00,6932.00,6850.00,6850.00,252479
17,6960.00,6986.00,6912.00,6918.00,675949
16,7056.00,7126.00,6968.00,6978.00,593753
