Date,Open,High,Low,Close,Volume
25,1.8615,2.8500,1.8615,2.8500,662436400
24,2.9365,2.9365,1.2550,1.6925,1012241000
22,2.9050,3.3490,2.6720,3.3050,1048708900
21,3.5090,3.6075,2.8330,3.1425,1575858200
18,3.6845,3.7365,3.4815,3.6270,398355500
17,3.8500,3.8500,3.6610,3.6820,351288900
16,3.7905,3.8520,3.7710,3.8330,268241800
