Date,Open,High,Low,Close,Volume
25,475.40,633.40,475.40,460.60,111122
24,585.00,585.00,402.00,645.40,221617
22,683.20,684.00,584.00,645.40,258473
21,740.00,747.00,665.00,702.40,302778
18,746.00,746.00,731.40,740.00,57243
17,738.00,746.80,727.60,746.00,42022
16,743.60,747.20,735.00,741.00,33379
