Date,Open,High,Low,Close,Volume
25,661.00,799.50,661.00,650.00,1262
24,849.50,849.50,601.00,854.00,2477
22,831.50,854.00,766.50,853.00,3659
21,915.00,915.00,830.00,839.50,3759
18,917.50,919.50,905.00,905.50,404
17,926.50,928.00,907.00,910.50,311
16,927.50,928.00,913.50,923.50,157
