Date,Open,High,Low,Close,Volume
25,0.4500,0.4600,0.3600,0.3700,15530000
24,0.5855,0.5855,0.3360,0.3700,22557000
22,0.5880,0.5930,0.4610,0.5790,5838000
21,0.6400,0.6495,0.5900,0.6000,7770000
18,0.6500,0.6605,0.6355,0.6365,1299000
17,0.6505,0.6595,0.6500,0.6520,739000
16,0.6465,0.6560,0.6345,0.6560,6317000
