Date,Open,High,Low,Close,Volume
25,208.01,244.94,191.60,238.00,211877250
24,255.02,255.02,126.53,189.10,414024040
22,253.95,284.07,246.70,279.20,324950590
21,309.48,318.90,241.00,278.15,413310930
18,325.51,329.32,306.70,310.81,125466600
17,336.37,336.37,322.04,324.46,102164080
16,335.86,339.98,331.62,335.30,77190530
