Date,Open,High,Low,Close,Volume
25,1949.80,2385.00,1900.00,1930.00,5757694
24,2954.00,2954.00,1700.00,1781.60,9015219
22,3026.80,3409.80,2900.00,3295.40,10242769
21,3470.00,3648.80,2845.00,3110.60,10652702
18,3800.00,3880.00,3457.00,3531.20,5001200
17,4044.80,4044.80,3737.20,3827.20,4475828
16,3981.00,4184.40,3893.00,3951.60,5894408
