Date,Open,High,Low,Close,Volume
28,3490.00,3563.75,3455.90,3554.20,3288942
25,3468.00,3530.00,3462.00,3520.75,2549723
24,3474.00,3483.85,3391.10,3401.65,5039136
23,3611.00,3622.90,3555.65,3563.80,2426203
22,3650.00,3667.90,3570.00,3586.40,5408531
21,3810.00,3827.80,3705.55,3719.40,7465922
18,3769.00,3815.95,3757.60,3793.90,3688883
17,3825.00,3835.00,3779.00,3784.20,3134372
16,3844.00,3854.10,3806.00,3813.10,3256906
