Date,Open,High,Low,Close,Volume
28,681.00,690.00,666.45,686.50,8301523
25,677.50,695.15,677.50,688.65,6452099
24,682.00,688.55,645.45,670.90,14139461
23,700.10,708.95,699.50,704.40,4124469
22,694.20,702.50,687.50,699.25,9148804
21,708.05,716.55,703.00,709.95,4307430
18,712.05,719.55,711.35,712.55,4099366
17,724.45,727.50,715.00,717.00,5107708
16,717.40,728.20,708.00,721.80,5433910
