Date,Open,High,Low,Close,Volume
28,4615.00,4826.00,4571.20,4802.80,1617666
25,4570.00,4747.60,4465.75,4633.45,1187316
24,4425.00,4535.00,4351.05,4381.95,814710
23,4595.00,4735.00,4590.50,4610.80,755051
22,4327.00,4605.55,4300.00,4576.05,833525
21,4471.00,4524.95,4390.65,4426.65,392246
18,4504.00,4592.80,4462.55,4471.55,388145
17,4584.00,4667.50,4550.00,4564.70,520450
16,4695.00,4724.00,4555.05,4584.80,584166
