Date,Open,High,Low,Close,Volume
28,101.29,103.73,101.29,103.65,6678141
25,101.4,104.86,101.19,104.3,6573395
24,100.26,100.95,98.46,100.77,7055518
23,102.54,103.48,101.97,102.24,4947687
22,102.16,102.78,101.03,101.92,4776747
18,102.55,102.99,101.22,102.13,4850747
17,103.65,103.94,102.06,102.3,4635556
16,103.05,104.24,102.83,103.94,5624043
