Date,Open,High,Low,Close,Volume
28,143.55,145.06,140.88,141.8,31315340
25,145.25,150.1269,144.91,147.97,18367680
24,142.94,144.99,139.78,144.55,25655100
23,153.12,153.3,147.97,148.69,11799030
22,150.6,153.24,150.41,151.87,11333480
18,152.13,154.14,151.13,152.14,11733320
17,153,153.73,150.665,151.43,11367460
16,153.74,156.1,153.74,155,9076526
