Date,Open,High,Low,Close,Volume
28,76.51,78.93,76.2,78.42,32204640
25,76.69,77.99,76.26,77.84,28310260
24,79,79.03,74.03,75.8,46199850
23,76.46,77.47,76.13,76.77,25385010
22,79.67,79.79,75.31,76.46,35947770
18,77.16,78.17,76.89,77.36,23394780
17,78.48,79.12,77.95,78.23,23738820
16,78.79,79.73,78.04,78.35,21733750
