Date,Open,High,Low,Close,Volume
28,26.45,27.55,26.35,27.21,20038010
25,24.38,26.91,24.37,26.91,28101420
24,22.25,24.38,21.89,24.36,19742190
23,24,24.35,23.27,23.37,14010000
22,24.07,24.66,23.71,23.84,14538370
18,24.22,24.69,23.93,24.09,11381370
17,24.45,24.68,23.96,24.21,10280850
16,24.8,25.52,24.28,24.54,14439210
