Date,Open,High,Low,Close,Volume
28,8900.00,9089.00,8857.00,9059.00,3070446
25,8582.00,9031.00,8561.00,8995.00,2741333
24,8618.00,8741.00,8571.00,8582.00,3848689
23,9021.00,9082.00,8950.00,9008.00,2396077
22,8967.00,9138.00,8967.00,9012.00,2109444
21,8936.00,9175.00,8883.48,9150.00,3314751
18,8880.00,8960.00,8788.00,8801.00,2061222
17,8942.00,8987.00,8824.00,8918.00,2198212
16,8827.00,8973.00,8800.00,8916.00,1983937
