Date,Open,High,Low,Close,Volume
28,381.20,398.20,374.00,398.20,3281696
25,375.00,385.60,364.20,378.60,4102988
24,347.80,378.80,347.40,363.40,4357165
23,348.00,359.80,347.50,352.80,1057974
22,335.00,360.40,335.00,347.60,978114
21,353.40,357.44,341.40,344.60,1917407
18,352.00,361.80,349.60,351.00,1149901
17,361.60,364.80,352.80,354.60,1260089
16,363.00,364.40,354.20,362.00,2269568
