Date,Open,High,Low,Close,Volume
28,3.400,3.400,3.310,3.370,1134000
25,3.410,3.440,3.400,3.420,1808000
24,3.480,3.480,3.390,3.420,2000952
23,3.410,3.500,3.400,3.480,1822000
22,3.440,3.460,3.360,3.420,882462
21,3.520,3.520,3.420,3.500,784000
18,3.440,3.500,3.440,3.480,1820000
17,3.420,3.460,3.390,3.440,3386000
16,3.420,3.420,3.350,3.390,2285000
