Date,Open,High,Low,Close,Volume
28,10.020,10.180,9.810,10.020,34658159
25,10.380,10.540,9.980,10.120,33856061
24,10.600,10.660,10.180,10.400,28543611
23,10.980,10.980,10.660,10.700,15727919
22,10.960,11.000,10.640,10.960,17206950
21,11.040,11.080,10.880,11.040,12898706
18,10.840,11.260,10.840,11.140,21448280
17,11.160,11.180,10.800,11.000,16834850
16,11.000,11.180,10.860,11.140,17837734
