Date,Open,High,Low,Close,Volume
28,420.000,425.400,414.400,421.200,26849319
25,432.400,439.000,420.200,424.000,25527592
24,436.200,439.600,423.600,427.800,33972108
23,442.400,451.400,442.400,445.000,20241593
22,432.200,445.200,432.200,444.800,30562929
21,464.200,466.800,440.600,445.400,46042457
18,479.000,482.800,468.000,470.000,24032950
17,476.200,479.600,472.000,479.000,12923901
16,477.000,477.000,471.200,476.200,12209598
