Date,Open,High,Low,Close,Volume
28,4.600,4.680,4.530,4.670,267459675
25,4.620,4.640,4.570,4.580,277566175
24,4.700,4.750,4.620,4.650,284338187
23,4.820,4.820,4.720,4.740,144982428
22,4.780,4.800,4.720,4.760,191170185
21,4.790,4.840,4.730,4.830,179237601
18,4.750,4.830,4.730,4.790,196787412
17,4.790,4.800,4.730,4.790,181702145
16,4.750,4.790,4.720,4.760,267721097
