Date,Open,High,Low,Close,Volume
28,1.760,1.760,1.740,1.760,7488120
25,1.790,1.790,1.750,1.760,7611996
24,1.780,1.790,1.760,1.790,16450000
23,1.780,1.800,1.770,1.780,5444000
22,1.780,1.800,1.770,1.790,6122000
21,1.800,1.810,1.790,1.800,3784000
18,1.810,1.810,1.780,1.800,6346000
17,1.790,1.810,1.780,1.810,5377000
16,1.790,1.810,1.780,1.800,4446000
