Date,Open,High,Low,Close,Volume
28,0.093,0.093,0.092,0.093,480000
25,0.093,0.093,0.093,0.093,144000
24,0.094,0.094,0.093,0.093,424000
23,0.093,0.093,0.093,0.093,56000
22,0.093,0.093,0.092,0.093,552000
21,0.093,0.093,0.093,0.093,384000
18,0.093,0.093,0.093,0.093,272000
17,0.093,0.095,0.092,0.093,296000
16,0.093,0.094,0.091,0.093,1152000
