Date,Open,High,Low,Close,Volume
28,52.950,53.000,51.750,52.800,32216503
25,53.900,54.350,53.000,53.150,25537403
24,54.500,55.000,53.450,54.000,34975037
23,55.500,55.750,54.700,54.900,25961553
22,55.250,56.300,54.650,55.300,29890976
21,54.500,56.450,54.500,55.900,34989804
18,54.000,55.300,54.000,54.800,25752876
17,55.950,56.000,54.100,54.500,36958497
16,54.900,55.850,54.600,55.600,23709328
